id,id_str,created_at,text,display_text_range,retweet_count,favorite_count,favorited,truncated,lang,is_quote_status,source,in_reply_to_user_id_str,in_reply_to_status_id_str,in_reply_to_screen_name,user.author_id,user.author_id_str,user.name,user.screen_name,user.description,user.author_created_at,user.profile_image_url,user.profile_banner_url,user.url,user.location,user.tweets_count,user.followers_count,user.friends_count,user.statuses_count,user.time_zone,user.protected,user.verified,user.is_translator,user.contributors_enabled,user.geo_enabled,user.author_lang,entities.media,entities.media.media_url
1244413815699079200,1244413815699079168,Sun Mar 29 23:59:08 +0000 2020,"@DesignationSix @thomaskaine5 @Applebees @IHOP @redlobster @rubytuesday @Starbucks @goldencorral @Arbys @McDonalds @Disney Brainwashed right, supremacists, racists, sexists enabled by a thug con man. They would kill and screw their grandmothers.","[123,245]",0,0,false,false,en,false,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",969138694308421632,1244069445229780992,DesignationSix,1202763283981197300,1202763283981197313,@md51,mdmohiker,"Non-racist, non-sexist older white guy.  Father.  Hiker.",Fri Dec 06 01:36:32 +0000 2019,http://pbs.twimg.com/profile_images/1240824598536417280/GR8FhuQy_normal.jpg,https://pbs.twimg.com/profile_banners/1202763283981197313/1584670767,,,1697,11,66,1697,,false,false,false,false,false,,,
1244413706605342700,1244413706605342721,Sun Mar 29 23:58:42 +0000 2020,I’m ready to run the streets and waste my money on Starbucks again😭😭 https://t.co/h4s8Mhscmq,"[0,68]",0,2,false,false,en,true,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,261893975,261893975,Mo✨,moniqueruizz,"try me, you can’t. Tousean🤍",Sun Mar 06 22:52:57 +0000 2011,http://pbs.twimg.com/profile_images/1243906390831308801/CU-Gz6Rp_normal.jpg,https://pbs.twimg.com/profile_banners/261893975/1583985249,,my bed w my man,20611,433,252,20611,,false,false,false,false,true,,,
1244413694555160600,1244413694555160576,Sun Mar 29 23:58:39 +0000 2020,i miss my morning routine of getting hot chocolate from starbucks 😭😭😭😭😭,"[0,71]",0,1,false,false,en,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1177757941220413400,1177757941220413441,ローブローアーティスト #アンバー価格 ❤️,BPZ_RXWGames,"Owner Of RXW
Future Game Designer
In A Relationship
22 Year Wrestling Fan
72 Championship Reigns
14 Year Anime Fan
Want to Join RXW DM me.
Novice GFX Designer",Sat Sep 28 01:32:56 +0000 2019,http://pbs.twimg.com/profile_images/1242721225979371520/oYhrarAf_normal.jpg,https://pbs.twimg.com/profile_banners/1177757941220413441/1585122805,https://t.co/aqa6dWakKl,,13827,579,2223,13827,,false,false,false,false,false,,,
1244413687961653200,1244413687961653248,Sun Mar 29 23:58:37 +0000 2020,RT @findingadrian: Amazon needs warehouse employees to work grocery unit as grocery demand surges. Offering higher pay ($19/Hour) as incent…,"[0,140]",1,0,false,false,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,174775273,174775273,😘😁,ifbxox,Amazon Employee 😷,Wed Aug 04 20:02:42 +0000 2010,http://pbs.twimg.com/profile_images/897023658656505858/fjgh9bhy_normal.jpg,https://pbs.twimg.com/profile_banners/174775273/1502916466,,"Newark, NJ",1930,10722,10717,1930,,false,false,false,false,false,,,
1244413583577845800,1244413583577845760,Sun Mar 29 23:58:13 +0000 2020,@ungarolicious @Starbucks Thank you love 🥰,"[26,42]",0,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1040692323015811073,1244391207696039936,ungarolicious,142103840,142103840,early mid-life crisis,lixxluthor,Angela Bassett’s Back Muscles 💪🏿,Mon May 10 00:08:37 +0000 2010,http://pbs.twimg.com/profile_images/909986742832377856/xUB9wbB__normal.jpg,https://pbs.twimg.com/profile_banners/142103840/1501490830,https://t.co/4KyCMcN5lG,"Los Angeles, CA",2596,333,317,2596,,false,false,false,false,true,,,
1244413577030705200,1244413577030705154,Sun Mar 29 23:58:11 +0000 2020,@albifalasteen Yeah I’m just saying the numbers aren’t going up in America because people are going to get Starbucks. It’s skyrocketing because more people who already had it are finally getting tested. Obviously there are still some people who are outside more than they should be though,"[15,288]",0,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1945943660,1244411723420848128,albifalasteen,341329456,341329456,Izzat Hamideh,IzzatHamideh,"24, Muslim, Palestinian 🇵🇸| 💍",Sun Jul 24 05:50:55 +0000 2011,http://pbs.twimg.com/profile_images/1086328627162218498/eRZTZAj7_normal.jpg,https://pbs.twimg.com/profile_banners/341329456/1547795135,,"Yonkers, NY ✈ Cleveland, OH",16494,838,437,16494,,false,false,false,false,true,,,
1244413549092487200,1244413549092487171,Sun Mar 29 23:58:04 +0000 2020,Starbucks,"[0,9]",0,1,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",386574380,1244413411959681030,olivia_synan,386574380,386574380,Olivia Synan,olivia_synan,Emmanuel College 2020 | Organizational Communication,Fri Oct 07 14:29:07 +0000 2011,http://pbs.twimg.com/profile_images/1241520748088512512/ghxcVtk4_normal.jpg,https://pbs.twimg.com/profile_banners/386574380/1549073997,,"Athens, GA",14549,502,479,14549,,false,false,false,false,true,,,
1244413525700690000,1244413525700689920,Sun Mar 29 23:57:59 +0000 2020,Mine is wanting Starbucks everyday. https://t.co/8770jpNKU7,"[0,35]",0,2,false,false,en,true,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,1216751073995579400,1216751073995579403,Hvni Music,hvnimusic,IG: @hvnimusic Snapchat: @hvnimusic  Facebook: @Hvni Beige,Mon Jan 13 15:57:33 +0000 2020,http://pbs.twimg.com/profile_images/1242692719136215041/0SoP8CiC_normal.jpg,https://pbs.twimg.com/profile_banners/1216751073995579403/1585141213,,,299,57,87,299,,false,false,false,false,false,,,
1244413498186027000,1244413498186027008,Sun Mar 29 23:57:52 +0000 2020,this iced coffee i just made might stop me from going to starbucks to save my coins👀,"[0,84]",1,13,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,868591256267407400,868591256267407362,𝓎𝑜 𝓂𝑜𝓂𝓂𝒶,yyelsel__,missing my friends 😔,Sat May 27 22:14:27 +0000 2017,http://pbs.twimg.com/profile_images/1240157796441534464/a9Em1-rX_normal.jpg,https://pbs.twimg.com/profile_banners/868591256267407362/1585588740,,,11456,325,400,11456,,false,false,false,false,true,,,
1244413492628557800,1244413492628557824,Sun Mar 29 23:57:51 +0000 2020,RT @briannajuarez_: I really do need a starbucks,"[0,48]",48,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,1061009127755853800,1061009127755853824,denise 💛,deeniiisee_,,Fri Nov 09 21:34:23 +0000 2018,http://pbs.twimg.com/profile_images/1219689789403779072/b_A2UZMK_normal.jpg,https://pbs.twimg.com/profile_banners/1061009127755853824/1584847975,,,1771,194,196,1771,,false,false,false,false,false,,,
1244413485813039000,1244413485813039104,Sun Mar 29 23:57:49 +0000 2020,RT @findingadrian: Amazon entices warehouse employees to work grocery unit (Whole Foods) with higher pay ($19/Hour) #starbucks https://t.co…,"[0,140]",2,0,false,false,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,174775273,174775273,😘😁,ifbxox,Amazon Employee 😷,Wed Aug 04 20:02:42 +0000 2010,http://pbs.twimg.com/profile_images/897023658656505858/fjgh9bhy_normal.jpg,https://pbs.twimg.com/profile_banners/174775273/1502916466,,"Newark, NJ",1930,10722,10717,1930,,false,false,false,false,false,,,
1244413483103457300,1244413483103457283,Sun Mar 29 23:57:49 +0000 2020,Amazon needs warehouse employees to work grocery unit as grocery demand surges. Offering higher pay ($19/Hour) as incentive #starbucks https://t.co/divKIrTqL3,"[0,134]",1,1,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,2507243704,2507243704,Adrian@theBux,findingadrian,,Fri Apr 25 00:03:45 +0000 2014,http://pbs.twimg.com/profile_images/459484918842920961/kI6XrCjt_normal.jpeg,,,,52943,658,4,52943,,false,false,false,false,true,,,http://pbs.twimg.com/media/EUULc8PXYAEB9ta.jpg
1244413480289079300,1244413480289079298,Sun Mar 29 23:57:48 +0000 2020,RT @KateMcClarnon83: Hey @USIedu @RiceLib and @USIfood! I need your help. My mom is Donna from USI Starbucks and she turns 65 this week!! I…,"[0,140]",68,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,1014573668003967000,1014573668003966976,Katie 🌱,KatieeeVinci,Actively drinking too much coffee and fighting sexual violence. Take the pledge 👇🏼👇🏼👇🏼,Wed Jul 04 18:16:27 +0000 2018,http://pbs.twimg.com/profile_images/1242626047469912064/a8BBNULk_normal.jpg,https://pbs.twimg.com/profile_banners/1014573668003966976/1585100113,https://t.co/mReBsDTDUx,University of Southern Indiana,2641,161,199,2641,,false,false,false,false,false,,,
1244413476682059800,1244413476682059780,Sun Mar 29 23:57:47 +0000 2020,RT @jackieexoxoxo: I haven’t had Starbucks in a minute )’:,"[0,58]",1,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,3279263696,3279263696,Junior☁️,kvffin,sc: fadedclovdz,Tue Jul 14 05:42:17 +0000 2015,http://pbs.twimg.com/profile_images/1223409010818326528/WU-y5J8d_normal.jpg,https://pbs.twimg.com/profile_banners/3279263696/1575219286,https://t.co/0Cy5LlcHlr,"Dallas, TX",12009,620,522,12009,,false,false,false,false,true,,,
1244413463679496200,1244413463679496197,Sun Mar 29 23:57:44 +0000 2020,RT @amierashfqa: can i have smtg from family mart... or tealive.. or starbucks.. or whatever cold drinks 🥺🥺🥺,"[0,108]",5145,0,false,false,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,952062337145425900,952062337145425920,queen 🌸,afinaaaaaaamira,20. kirin’s 💖,Sat Jan 13 06:18:44 +0000 2018,http://pbs.twimg.com/profile_images/1241321926879932416/0Yvbx6-d_normal.jpg,https://pbs.twimg.com/profile_banners/952062337145425920/1584789827,https://t.co/u7DYAc18mt,Malaysia,74630,346,203,74630,,false,false,false,false,true,,,
1244413442380968000,1244413442380967939,Sun Mar 29 23:57:39 +0000 2020,"RT @idriporiss: attention all wlw!! 

this is my bff keri. she is looking for a gf. she is 19, lives in nc, is a starbucks barista and is a…","[0,140]",1,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,742238949821796400,742238949821796353,kiwi ⁷,MlNTMYG,"#JIMIN : ʸᵒᵘ'ʳᵉ ˢᵒ ˡᵒᵛᵉˡʸ. ⁱ'ᵐ ˢᵒ ˡᵒᵛᵉˡʸ. ʷᵉ'ʳᵉ ˢᵒ ˡᵒᵛᵉˡʸ. ˡᵒᵛᵉˡʸ, ˡᵒᵛᵉˡʸ, ˡᵒᵛᵉˡʸ﹗",Mon Jun 13 06:15:30 +0000 2016,http://pbs.twimg.com/profile_images/1244826247026348032/CJKaLmIz_normal.jpg,https://pbs.twimg.com/profile_banners/742238949821796353/1585624886,https://t.co/s8NXfvQYaN,she/her,18716,374,267,18716,,false,false,false,false,true,,,
1244413438593577000,1244413438593576960,Sun Mar 29 23:57:38 +0000 2020,RT @nickpupo: Imagine being someone who misses Starbucks right now.,"[0,67]",2,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,1535470568,1535470568,Stephen Mitchell,LivinCivil,I sleep mostly,Fri Jun 21 01:41:11 +0000 2013,http://pbs.twimg.com/profile_images/1205273597952045057/Y2HIs3zI_normal.jpg,https://pbs.twimg.com/profile_banners/1535470568/1502404720,,"Florida, USA",15443,203,418,15443,,false,false,false,false,false,,,
1244413431412916200,1244413431412916224,Sun Mar 29 23:57:36 +0000 2020,"RT @AGuyWhoDraws: And these big companies ""capitalize"" on these fears. There will always be IHOPs and Starbucks and Michaels stores, but do…","[0,140]",2,0,false,false,en,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,3234588657,3234588657,"🥃✒️‘Til Further Notice, Locked In My House...",iblamethe80s,"Future creator of stuff, ADHD/GAD, survived Y2K/Black Woman™—time traveler from the dot com bubble boom.
email for Q&A: icecreamfloatelodeon@gmail.com",Tue May 05 00:55:21 +0000 2015,http://pbs.twimg.com/profile_images/1244523301030039552/KZYTPmCM_normal.jpg,https://pbs.twimg.com/profile_banners/3234588657/1585286115,https://t.co/hKGdfcMPf9,"Cincinnati, OH",43218,429,1407,43218,,false,false,false,false,false,,,
1244413422931935200,1244413422931935232,Sun Mar 29 23:57:34 +0000 2020,@bertkreischer your Starbucks bit gets me every time I swear !,"[0,62]",0,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",17953972,,bertkreischer,297793228,297793228,Starboy_24/8💜💛,CoolGuyTexas_XO,weekends are great but Monday and the inevitable hangover always come,Fri May 13 03:43:27 +0000 2011,http://pbs.twimg.com/profile_images/787160015492751360/qIfOZbIC_normal.jpg,https://pbs.twimg.com/profile_banners/297793228/1476508548,,"Wilson, NC",21108,250,465,21108,,false,false,false,false,true,,,
1244413422306984000,1244413422306983939,Sun Mar 29 23:57:34 +0000 2020,"An easy Iced Chai Tea Latte Recipe made with concentrated chai tea, cold brew and coconut milk. A Starbucks copycat recipe that will hit the spot! https://t.co/EvBihL7wGI","[0,170]",0,0,false,false,en,false,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,24098177,24098177,Kaylanna F.,InvadeTheParade,,Fri Mar 13 01:40:46 +0000 2009,http://pbs.twimg.com/profile_images/864957737863720961/ckWdhPOd_normal.jpg,https://pbs.twimg.com/profile_banners/24098177/1562461083,https://t.co/7unEAKOsuy,United States,7485,601,37,7485,,false,false,false,false,true,,,
1244413410755911700,1244413410755911682,Sun Mar 29 23:57:31 +0000 2020,"A coronavirus hat and Starbucks physical distancing: the wee.. 
Guardian - News - Noticias - Bitcoin - CryptoCurrency - @News_1jl4 &gt; https://t.co/EYuLwHFzmY","[0,159]",0,0,false,false,en,false,"<a href=""https://www.1jl4.com"" rel=""nofollow"">MEGNEW</a>",,,,1172715490927685600,1172715490927685632,News_1jl4 Noticias Bitcoin Forex Health Fitness,News_1jl4,#News #Noticias #Bitcoin #Forex #Blockchain #CryptoCurreny #Investment #World #Health #Fitness #Marketing 💯@News_1jl4 💯,Sat Sep 14 03:37:48 +0000 2019,http://pbs.twimg.com/profile_images/1172735232396668929/Vz9WlfKf_normal.jpg,https://pbs.twimg.com/profile_banners/1172715490927685632/1568435838,https://t.co/uKmREYoAxh,World,22181,76,7,22181,,false,false,false,false,false,,,
1244413404384641000,1244413404384641025,Sun Mar 29 23:57:30 +0000 2020,I miss Starbucks. The baristas. The breakfast sandwiches. My Venti Iced Caramel macchiato w/ 4 shots 🥺,"[0,102]",0,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,2365604588,2365604588,𝚃♕,TatianaLokelani,𝕋&𝕋❥,Fri Feb 28 13:26:43 +0000 2014,http://pbs.twimg.com/profile_images/1243522826205683713/ixsg_wNg_normal.jpg,https://pbs.twimg.com/profile_banners/2365604588/1585301979,,BI•HI,8550,76,122,8550,,false,false,false,false,true,,,
1244413375293067300,1244413375293067265,Sun Mar 29 23:57:23 +0000 2020,RT @BuzzFeedNews: EXCLUSIVE: Starbucks employees across the US say stores were kept open with little guidance on how to handle the coronavi…,"[0,140]",1293,0,false,false,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1034924111695364100,1034924111695364096,BreastCancer,BreastC60291230,,Wed Aug 29 22:01:50 +0000 2018,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,1579,8,30,1579,,false,false,false,false,false,,,
1244413349108027400,1244413349108027393,Sun Mar 29 23:57:17 +0000 2020,what time does starbucks close now?!?,"[0,37]",0,1,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,193853982,193853982,Linda Eliza♈️,lindacortes21,Snap📸-omgglinda,Wed Sep 22 20:25:58 +0000 2010,http://pbs.twimg.com/profile_images/1241197878732865536/9Esm-M6T_normal.jpg,https://pbs.twimg.com/profile_banners/193853982/1584251805,,,27994,542,274,27994,,false,false,false,false,true,,,
1244413289385336800,1244413289385336835,Sun Mar 29 23:57:02 +0000 2020,"RT @EmpressNavi: Let’s see what sort of giftcard amounts you pets will come up with...anything from $10+ 

Giftcards sent to:
TheEmpressNav…","[0,140]",25,0,false,false,en,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,1131185287722352600,1131185287722352640,Little Rt Piggy,kevluvass,"Follow, submit serve and obey the beautiful Jewels the Ultimately illustrious @fixandfuckyou",Wed May 22 13:09:23 +0000 2019,http://pbs.twimg.com/profile_images/1242733278886576129/BtTzjZkE_normal.jpg,https://pbs.twimg.com/profile_banners/1131185287722352640/1585535313,,,110860,4175,4998,110860,,false,false,false,false,false,,,
1244413288785612800,1244413288785612802,Sun Mar 29 23:57:02 +0000 2020,"RT @FAIRImmigration: In recent years, @Starbucks has used foreign workers instead of Americans. When this situation passes and companies re…","[0,140]",2581,0,false,false,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,3366908805,3366908805,🇺🇸 DisneyJoe 🇺🇸,tempio_joe,"Constitution, God, 2A, 1A.

Husband/Father, Corvette enthusiast, Chevrolet, Dogs, Harley Davidson,  Yankees, Family, Potus45, Bourbon & NY Giants",Thu Jul 09 02:20:43 +0000 2015,http://pbs.twimg.com/profile_images/861790094570684417/Bpqxcm1Z_normal.jpg,https://pbs.twimg.com/profile_banners/3366908805/1494327898,,United States 🇺🇸,41118,4678,5010,41118,,false,false,false,false,true,,,
1244413257869213700,1244413257869213697,Sun Mar 29 23:56:55 +0000 2020,"RT @yvryakker: @EN_Griffin @BuiltJustice @AmyEStarkey @DeedsWylie Worked out well in this ""my man better stand up for me"" incident. 

https…","[0,140]",1,0,false,false,en,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,3183275408,3183275408,Vancouver Kayaker,yvryakker,Exploring the beautiful Vancouver area on a yak.,Sat May 02 19:40:16 +0000 2015,http://pbs.twimg.com/profile_images/594588848295845888/E99K9TI6_normal.jpg,https://pbs.twimg.com/profile_banners/3183275408/1430596228,,"Vancouver, British Columbia",20,15,55,20,,false,false,false,false,false,,,
1244413145759834000,1244413145759834112,Sun Mar 29 23:56:28 +0000 2020,"RT @FAIRImmigration: In recent years, @Starbucks has used foreign workers instead of Americans. When this situation passes and companies re…","[0,140]",2581,0,false,false,en,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,227307359,227307359,patricia kahler,connnutmeg,"boomer,blue collar,irish,eng.,scotch.love fri nights crown royal+ginger, true stories,love my USA.",Thu Dec 16 13:56:18 +0000 2010,http://pbs.twimg.com/profile_images/1242763765357182977/gx79d_qV_normal.jpg,https://pbs.twimg.com/profile_banners/227307359/1577646885,,CONNECTICUT,531165,14589,16053,531165,,false,false,false,false,true,,,
